Area,Item,Element,Unit,Amount
Cameroon,Food Processing,Emissions (CO2eq) from N2O (AR5),kilotonnes,0.3473
Cameroon,Food Processing,Emissions (CO2eq) (AR5),kilotonnes,44.0651
Cameroon,Food Packaging,Emissions (CH4),kilotonnes,2.0404
Cameroon,Food Packaging,Emissions (N2O),kilotonnes,0.0033
Cameroon,Food Packaging,Emissions (CO2),kilotonnes,108.3129
Cameroon,Food Packaging,Emissions (CO2eq) from CH4 (AR5),kilotonnes,57.1317
Cameroon,Food Packaging,Emissions (CO2eq) from N2O (AR5),kilotonnes,0.8816
Cameroon,Food Packaging,Emissions (CO2eq) (AR5),kilotonnes,166.3263
Cameroon,Food Retail,Emissions (CH4),kilotonnes,0.1557
Cameroon,Food Retail,Emissions (N2O),kilotonnes,0.0008
Cameroon,Food Retail,Emissions (CO2),kilotonnes,26.0278
Cameroon,Food Retail,Emissions (CO2eq) from CH4 (AR5),kilotonnes,4.3601
Cameroon,Food Retail,Emissions (CO2eq) from N2O (AR5),kilotonnes,0.2137
Cameroon,Food Retail,Emissions (CO2eq) (AR5),kilotonnes,30.6016
Cameroon,Food Household Consumption,Emissions (CH4),kilotonnes,0.6859
Cameroon,Food Household Consumption,Emissions (N2O),kilotonnes,0.0044
Cameroon,Food Household Consumption,Emissions (CO2),kilotonnes,253.6589
Cameroon,Food Household Consumption,Emissions (CO2eq) from CH4 (AR5),kilotonnes,19.2044
Cameroon,Food Household Consumption,Emissions (CO2eq) from N2O (AR5),kilotonnes,1.1755
Cameroon,Food Household Consumption,Emissions (CO2eq) (AR5),kilotonnes,274.0388
Cameroon,Food Transport,Emissions (CH4),kilotonnes,0.07
Cameroon,Food Transport,Emissions (N2O),kilotonnes,0.0097
Cameroon,Food Transport,Emissions (CO2),kilotonnes,331.9909
Cameroon,Food Transport,Emissions (CO2eq) from CH4 (AR5),kilotonnes,1.9606
Cameroon,Food Transport,Emissions (CO2eq) from N2O (AR5),kilotonnes,2.5648
Cameroon,Food Transport,Emissions (CO2eq) (AR5),kilotonnes,336.5163
Cameroon,Energy,Emissions (CH4),kilotonnes,401
Cameroon,Energy,Emissions (N2O),kilotonnes,0.988
Cameroon,Energy,Emissions (CO2),kilotonnes,8400
Cameroon,Energy,Emissions (CO2eq) from CH4 (AR5),kilotonnes,11228
Cameroon,Energy,Emissions (CO2eq) from N2O (AR5),kilotonnes,261.82
Cameroon,Energy,Emissions (CO2eq) (AR5),kilotonnes,19889.82
Cameroon,IPPU,Emissions (N2O),kilotonnes,0.0003
Cameroon,IPPU,Emissions (CO2),kilotonnes,1520
Cameroon,IPPU,Emissions (CO2eq) from F-gases (AR5),kilotonnes,58.0137
Cameroon,IPPU,Emissions (CO2eq) from N2O (AR5),kilotonnes,0.0747
Cameroon,IPPU,Emissions (CO2eq) (AR5),kilotonnes,1578.0885
Cameroon,Waste,Emissions (CH4),kilotonnes,208
Cameroon,Waste,Emissions (N2O),kilotonnes,1.18
Cameroon,Waste,Emissions (CO2eq) from CH4 (AR5),kilotonnes,5824
Cameroon,Waste,Emissions (CO2eq) from N2O (AR5),kilotonnes,312.7
Cameroon,Waste,Emissions (CO2eq) (AR5),kilotonnes,6136.7
Cameroon,Other,Emissions (N2O),kilotonnes,0.698
Cameroon,Other,Emissions (CO2eq) from N2O (AR5),kilotonnes,184.97
Cameroon,Other,Emissions (CO2eq) (AR5),kilotonnes,184.97
Cameroon,Farm-gate emissions,Emissions (CH4),kilotonnes,301.8587
Cameroon,Farm-gate emissions,Direct emissions (N2O),kilotonnes,12.0366
Cameroon,Farm-gate emissions,Indirect emissions (N2O),kilotonnes,3.1968
Cameroon,Farm-gate emissions,Emissions (N2O),kilotonnes,19.0949
Cameroon,Farm-gate emissions,Emissions (CO2),kilotonnes,1621.0395
Cameroon,Farm-gate emissions,Emissions (CO2eq) from CH4 (AR5),kilotonnes,8452.0424
Cameroon,Farm-gate emissions,Emissions (CO2eq) from N2O (AR5),kilotonnes,5060.143
Cameroon,Farm-gate emissions,Emissions (CO2eq) (AR5),kilotonnes,15133.2248
Cameroon,Land Use change,Emissions (CH4),kilotonnes,33.6199
Cameroon,Land Use change,Emissions (N2O),kilotonnes,3.0696
Cameroon,Land Use change,Emissions (CO2),kilotonnes,32850.62
Cameroon,Land Use change,Emissions (CO2eq) from CH4 (AR5),kilotonnes,941.3563
Cameroon,Land Use change,Emissions (CO2eq) from N2O (AR5),kilotonnes,813.4546
Cameroon,Land Use change,Emissions (CO2eq) (AR5),kilotonnes,34605.4308
Cameroon,Emissions on agricultural land,Emissions (CH4),kilotonnes,335.4785
Cameroon,Emissions on agricultural land,Emissions (N2O),kilotonnes,22.1645
Cameroon,Emissions on agricultural land,Emissions (CO2),kilotonnes,34471.6595
Cameroon,Emissions on agricultural land,Emissions (CO2eq) from CH4 (AR5),kilotonnes,9393.3987
Cameroon,Emissions on agricultural land,Emissions (CO2eq) from N2O (AR5),kilotonnes,5873.5976
Cameroon,Emissions on agricultural land,Emissions (CO2eq) (AR5),kilotonnes,49738.6557
Cameroon,Pre- and post- production,Emissions (CH4),kilotonnes,83.1547
Cameroon,Pre- and post- production,Emissions (N2O),kilotonnes,0.7261
Cameroon,Pre- and post- production,Emissions (CO2),kilotonnes,766.7776
Cameroon,Pre- and post- production,Emissions (CO2eq) from CH4 (AR5),kilotonnes,2328.3319
Cameroon,Pre- and post- production,Emissions (CO2eq) from N2O (AR5),kilotonnes,192.4171
Cameroon,Pre- and post- production,Emissions (CO2eq) (AR5),kilotonnes,3287.5266
Cameroon,Agri-food systems,Emissions (CH4),kilotonnes,418.6332
Cameroon,Agri-food systems,Emissions (N2O),kilotonnes,22.8906
Cameroon,Agri-food systems,Emissions (CO2),kilotonnes,35238.4371
Cameroon,Agri-food systems,Emissions (CO2eq) from CH4 (AR5),kilotonnes,11721.7305
Cameroon,Agri-food systems,Emissions (CO2eq) from N2O (AR5),kilotonnes,6066.0147
Cameroon,Agri-food systems,Emissions (CO2eq) (AR5),kilotonnes,53026.1823
Cameroon,IPCC Agriculture,Emissions (CH4),kilotonnes,301.8354
Cameroon,IPCC Agriculture,Direct emissions (N2O),kilotonnes,12.0366
Cameroon,IPCC Agriculture,Indirect emissions (N2O),kilotonnes,3.1968
Cameroon,IPCC Agriculture,Emissions (N2O),kilotonnes,19.0824
Cameroon,IPCC Agriculture,Emissions (CO2eq) from CH4 (AR5),kilotonnes,8451.39
Cameroon,IPCC Agriculture,Emissions (CO2eq) from N2O (AR5),kilotonnes,5056.8448
Cameroon,IPCC Agriculture,Emissions (CO2eq) (AR5),kilotonnes,13508.2348
Cameroon,Agricultural Soils,Direct emissions (N2O),kilotonnes,12.0366
Cameroon,Agricultural Soils,Indirect emissions (N2O),kilotonnes,3.1968
Cameroon,Agricultural Soils,Emissions (N2O),kilotonnes,15.4709
Cameroon,Agricultural Soils,Emissions (CO2eq) from N2O (AR5),kilotonnes,4099.7834
Cameroon,Agricultural Soils,Emissions (CO2eq) (AR5),kilotonnes,4099.7834
Cameroon,LULUCF,Emissions (CH4),kilotonnes,34.378
Cameroon,LULUCF,Emissions (N2O),kilotonnes,3.1389
Cameroon,LULUCF,Emissions (CO2),kilotonnes,33257.3318
Cameroon,LULUCF,Emissions (CO2eq) from CH4 (AR5),kilotonnes,962.5835
Cameroon,LULUCF,Emissions (CO2eq) from N2O (AR5),kilotonnes,831.7977
Cameroon,LULUCF,Emissions (CO2eq) (AR5),kilotonnes,35051.7131
Cameroon,AFOLU,Emissions (CH4),kilotonnes,336.2133
Cameroon,AFOLU,Emissions (N2O),kilotonnes,22.2213
Cameroon,AFOLU,Emissions (CO2),kilotonnes,33257.3318
Cameroon,AFOLU,Emissions (CO2eq) from CH4 (AR5),kilotonnes,9413.9735
Cameroon,AFOLU,Emissions (CO2eq) from N2O (AR5),kilotonnes,5888.6425
Cameroon,AFOLU,Emissions (CO2eq) (AR5),kilotonnes,48559.9478
Cameroon,All sectors with LULUCF,Emissions (CH4),kilotonnes,945.2133
Cameroon,All sectors with LULUCF,Emissions (N2O),kilotonnes,25.0876
Cameroon,All sectors with LULUCF,Emissions (CO2),kilotonnes,43177.3318
Cameroon,All sectors with LULUCF,Emissions (CO2eq) from F-gases (AR5),kilotonnes,58.0137
Cameroon,All sectors with LULUCF,Emissions (CO2eq) from CH4 (AR5),kilotonnes,26465.9735
Cameroon,All sectors with LULUCF,Emissions (CO2eq) from N2O (AR5),kilotonnes,6648.2072
Cameroon,All sectors with LULUCF,Emissions (CO2eq) (AR5),kilotonnes,76349.5263
Cameroon,All sectors without LULUCF,Emissions (CH4),kilotonnes,910.8354
Cameroon,All sectors without LULUCF,Emissions (N2O),kilotonnes,21.9487
Cameroon,All sectors without LULUCF,Emissions (CO2),kilotonnes,9920
Cameroon,All sectors without LULUCF,Emissions (CO2eq) from F-gases (AR5),kilotonnes,58.0137
Cameroon,All sectors without LULUCF,Emissions (CO2eq) from CH4 (AR5),kilotonnes,25503.39
Cameroon,All sectors without LULUCF,Emissions (CO2eq) from N2O (AR5),kilotonnes,5816.4095
Cameroon,All sectors without LULUCF,Emissions (CO2eq) (AR5),kilotonnes,41297.8132
Canada,Crop Residues,Direct emissions (N2O),kilotonnes,13.0807
Canada,Crop Residues,Direct emissions (N2O),kilotonnes,13.9698
Canada,Crop Residues,Indirect emissions (N2O),kilotonnes,2.9432
Canada,Crop Residues,Emissions (N2O),kilotonnes,16.0239
Canada,Crop Residues,Emissions (N2O),kilotonnes,13.9698
Canada,Crop Residues,Emissions (CO2eq) from N2O (AR5),kilotonnes,4246.3211
Canada,Crop Residues,Emissions (CO2eq) from N2O (AR5),kilotonnes,3701.9929
Canada,Crop Residues,Emissions (CO2eq) (AR5),kilotonnes,4246.3211
Canada,Crop Residues,Emissions (CO2eq) (AR5),kilotonnes,3701.9929
Canada,Burning - Crop residues,Emissions (CH4),kilotonnes,14.6214
Canada,Burning - Crop residues,Emissions (CH4),kilotonnes,1.6266
Canada,Burning - Crop residues,Emissions (N2O),kilotonnes,0.3791
Canada,Burning - Crop residues,Emissions (N2O),kilotonnes,0.0422
Canada,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),kilotonnes,409.3982
Canada,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),kilotonnes,45.5453
Canada,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),kilotonnes,100.4542
Canada,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),kilotonnes,11.1755
Canada,Burning - Crop residues,Emissions (CO2eq) (AR5),kilotonnes,509.8524
Canada,Burning - Crop residues,Emissions (CO2eq) (AR5),kilotonnes,56.7207
Canada,Enteric Fermentation,Emissions (CH4),kilotonnes,705.296
Canada,Enteric Fermentation,Emissions (CH4),kilotonnes,947.0793
Canada,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),kilotonnes,19748.2888
Canada,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),kilotonnes,26518.2199
Canada,Enteric Fermentation,Emissions (CO2eq) (AR5),kilotonnes,19748.2888
Canada,Enteric Fermentation,Emissions (CO2eq) (AR5),kilotonnes,26518.2199
Canada,Manure Management,Emissions (CH4),kilotonnes,218.3245
Canada,Manure Management,Emissions (CH4),kilotonnes,155.6334
Canada,Manure Management,Emissions (N2O),kilotonnes,5.5364
Canada,Manure Management,Emissions (N2O),kilotonnes,13.0902
Canada,Manure Management,Emissions (CO2eq) from CH4 (AR5),kilotonnes,6113.0864
Canada,Manure Management,Emissions (CO2eq) from CH4 (AR5),kilotonnes,4357.7344
Canada,Manure Management,Emissions (CO2eq) from N2O (AR5),kilotonnes,1467.1364
Canada,Manure Management,Emissions (CO2eq) from N2O (AR5),kilotonnes,3468.8993
Canada,Manure Management,Emissions (CO2eq) (AR5),kilotonnes,7580.2227
Canada,Manure Management,Emissions (CO2eq) (AR5),kilotonnes,7826.6336
Canada,Manure left on Pasture,Direct emissions (N2O),kilotonnes,12.2665
Canada,Manure left on Pasture,Indirect emissions (N2O),kilotonnes,2.6754
Canada,Manure left on Pasture,Emissions (N2O),kilotonnes,14.9419
Canada,Manure left on Pasture,Emissions (CO2eq) from N2O (AR5),kilotonnes,3959.5972
Canada,Manure left on Pasture,Emissions (CO2eq) (AR5),kilotonnes,3959.5972
Canada,Manure applied to Soils,Direct emissions (N2O),kilotonnes,3.7974
Canada,Manure applied to Soils,Direct emissions (N2O),kilotonnes,5.1186
Canada,Manure applied to Soils,Indirect emissions (N2O),kilotonnes,1.6139
Canada,Manure applied to Soils,Emissions (N2O),kilotonnes,5.4113
Canada,Manure applied to Soils,Emissions (N2O),kilotonnes,5.1186
Canada,Manure applied to Soils,Emissions (CO2eq) from N2O (AR5),kilotonnes,1434.005
Canada,Manure applied to Soils,Emissions (CO2eq) from N2O (AR5),kilotonnes,1356.4259
Canada,Manure applied to Soils,Emissions (CO2eq) (AR5),kilotonnes,1434.005
Canada,Manure applied to Soils,Emissions (CO2eq) (AR5),kilotonnes,1356.4259
Canada,Synthetic Fertilizers,Direct emissions (N2O),kilotonnes,48.4471
Canada,Synthetic Fertilizers,Direct emissions (N2O),kilotonnes,32.0674
Canada,Synthetic Fertilizers,Indirect emissions (N2O),kilotonnes,15.7453
Canada,Synthetic Fertilizers,Emissions (N2O),kilotonnes,64.1925
Canada,Synthetic Fertilizers,Emissions (N2O),kilotonnes,32.0674
Canada,Synthetic Fertilizers,Emissions (CO2eq) from N2O (AR5),kilotonnes,17011.003
Canada,Synthetic Fertilizers,Emissions (CO2eq) from N2O (AR5),kilotonnes,8497.8721
Canada,Synthetic Fertilizers,Emissions (CO2eq) (AR5),kilotonnes,17011.003
Canada,Synthetic Fertilizers,Emissions (CO2eq) (AR5),kilotonnes,8497.8721
Canada,Drained organic soils,Emissions (CO2eq) (AR5),kilotonnes,45365.3267
Canada,Drained organic soils,Emissions (CO2eq) (AR5),kilotonnes,53.8137
Canada,Drained organic soils (CO2),Emissions (CO2),kilotonnes,38215.5516
Canada,Drained organic soils (CO2),Emissions (CO2eq) (AR5),kilotonnes,38215.5516
Canada,Drained organic soils (N2O),Emissions (N2O),kilotonnes,26.9803
Canada,Drained organic soils (N2O),Emissions (N2O),kilotonnes,0.2031
Canada,Drained organic soils (N2O),Emissions (CO2eq) from N2O (AR5),kilotonnes,7149.7752
Canada,Drained organic soils (N2O),Emissions (CO2eq) from N2O (AR5),kilotonnes,53.8137
Canada,Drained organic soils (N2O),Emissions (CO2eq) (AR5),kilotonnes,7149.7752
Canada,Drained organic soils (N2O),Emissions (CO2eq) (AR5),kilotonnes,53.8137
Canada,On-farm energy use,Emissions (CH4),kilotonnes,5.1715
Canada,On-farm energy use,Emissions (N2O),kilotonnes,4.8242
Canada,On-farm energy use,Emissions (CO2),kilotonnes,19367.7106
Canada,On-farm energy use,Emissions (CO2eq) from CH4 (AR5),kilotonnes,144.8022
Canada,On-farm energy use,Emissions (CO2eq) from N2O (AR5),kilotonnes,1278.4081
Canada,On-farm energy use,Emissions (CO2eq) (AR5),kilotonnes,20790.9209
Canada,Forestland,Emissions (CO2),kilotonnes,-80719.7361
Canada,Forestland,Emissions (CO2),kilotonnes,-133626.2995
Canada,Forestland,Emissions (CO2eq) (AR5),kilotonnes,-80719.7361
Canada,Forestland,Emissions (CO2eq) (AR5),kilotonnes,-133626.2995
Canada,Net Forest conversion,Emissions (CO2),kilotonnes,96117.2071
Canada,Net Forest conversion,Emissions (CO2),kilotonnes,5526.5019
Canada,Net Forest conversion,Emissions (CO2eq) (AR5),kilotonnes,96117.2071
Canada,Net Forest conversion,Emissions (CO2eq) (AR5),kilotonnes,5526.5019
Canada,Savanna fires,Emissions (CH4),kilotonnes,0.9324
Canada,Savanna fires,Emissions (N2O),kilotonnes,0.0851
Canada,Savanna fires,Emissions (CO2eq) from CH4 (AR5),kilotonnes,26.1082
Canada,Savanna fires,Emissions (CO2eq) from N2O (AR5),kilotonnes,22.5609
Canada,Savanna fires,Emissions (CO2eq) (AR5),kilotonnes,48.6691
Canada,Fires in organic soils,Emissions (CH4),kilotonnes,0
Canada,Fires in organic soils,Emissions (CO2),kilotonnes,0
Canada,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Canada,Fires in organic soils,Emissions (CO2eq) (AR5),kilotonnes,0
Canada,Forest fires,Emissions (CH4),kilotonnes,4.2582
Canada,Forest fires,Emissions (N2O),kilotonnes,0.3888
Canada,Forest fires,Emissions (CO2eq) from CH4 (AR5),kilotonnes,119.2294
Canada,Forest fires,Emissions (CO2eq) from N2O (AR5),kilotonnes,103.0298
Canada,Forest fires,Emissions (CO2eq) (AR5),kilotonnes,222.2592
Canada,Fires in humid tropical forests,Emissions (CH4),kilotonnes,0
Canada,Fires in humid tropical forests,Emissions (N2O),kilotonnes,0
Canada,Fires in humid tropical forests,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Canada,Fires in humid tropical forests,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Canada,Fires in humid tropical forests,Emissions (CO2eq) (AR5),kilotonnes,0
Canada,Waste - agri-food systems,Emissions (CH4),kilotonnes,196.0057
Canada,Waste - agri-food systems,Emissions (N2O),kilotonnes,2.3673
Canada,Waste - agri-food systems,Emissions (CO2),kilotonnes,22.0559
Canada,Waste - agri-food systems,Emissions (CO2eq) from CH4 (AR5),kilotonnes,5488.1591
Canada,Waste - agri-food systems,Emissions (CO2eq) from N2O (AR5),kilotonnes,627.3239
Canada,Waste - agri-food systems,Emissions (CO2eq) (AR5),kilotonnes,6137.5389
Canada,Fertilizers Manufacturing,Emissions (N2O),kilotonnes,4.9143
Canada,Fertilizers Manufacturing,Emissions (CO2),kilotonnes,13550.6932
Canada,Fertilizers Manufacturing,Emissions (CO2eq) from N2O (AR5),kilotonnes,1302.2993
Canada,Fertilizers Manufacturing,Emissions (CO2eq) (AR5),kilotonnes,14852.9925
Canada,On-farm electricity use,Emissions (CH4),kilotonnes,12.454
Canada,On-farm electricity use,Emissions (N2O),kilotonnes,0.0665
Canada,On-farm electricity use,Emissions (CO2),kilotonnes,1975.2907
Canada,On-farm electricity use,Emissions (CO2eq) from CH4 (AR5),kilotonnes,348.712
Canada,On-farm electricity use,Emissions (CO2eq) from N2O (AR5),kilotonnes,17.6225
Canada,On-farm electricity use,Emissions (CO2eq) (AR5),kilotonnes,2341.6252
Canada,Food Processing,Emissions (CH4),kilotonnes,4.8846
Canada,Food Processing,Emissions (N2O),kilotonnes,0.0383
Canada,Food Processing,Emissions (CO2),kilotonnes,3052.302
Canada,Food Processing,Emissions (CO2eq) from CH4 (AR5),kilotonnes,136.7696
Canada,Food Processing,Emissions (CO2eq) from N2O (AR5),kilotonnes,10.1475
Canada,Food Processing,Emissions (CO2eq) (AR5),kilotonnes,3199.2192
Canada,Food Packaging,Emissions (CH4),kilotonnes,11.3207
Canada,Food Packaging,Emissions (N2O),kilotonnes,0.087
Canada,Food Packaging,Emissions (CO2),kilotonnes,4181.3506
Canada,Food Packaging,Emissions (CO2eq) from CH4 (AR5),kilotonnes,316.9786
Canada,Food Packaging,Emissions (CO2eq) from N2O (AR5),kilotonnes,23.0604
Canada,Food Packaging,Emissions (CO2eq) (AR5),kilotonnes,4521.3896
Canada,Food Retail,Emissions (CH4),kilotonnes,6.9173
Canada,Food Retail,Emissions (N2O),kilotonnes,0.0537
Canada,Food Retail,Emissions (CO2),kilotonnes,3409.347
Canada,Food Retail,Emissions (CO2eq) from F-gases (AR5),kilotonnes,15735.3544
Canada,Food Retail,Emissions (CO2eq) from CH4 (AR5),kilotonnes,193.6848
Canada,Food Retail,Emissions (CO2eq) from N2O (AR5),kilotonnes,14.2354
Canada,Food Retail,Emissions (CO2eq) (AR5),kilotonnes,19352.6216
Canada,Food Household Consumption,Emissions (CH4),kilotonnes,11.7672
Canada,Food Household Consumption,Emissions (N2O),kilotonnes,0.0903
Canada,Food Household Consumption,Emissions (CO2),kilotonnes,5925.3015
Canada,Food Household Consumption,Emissions (CO2eq) from CH4 (AR5),kilotonnes,329.4822
Canada,Food Household Consumption,Emissions (CO2eq) from N2O (AR5),kilotonnes,23.9261
Canada,Food Household Consumption,Emissions (CO2eq) (AR5),kilotonnes,6278.7098
Canada,Food Transport,Emissions (CH4),kilotonnes,0.5288
Canada,Food Transport,Emissions (N2O),kilotonnes,1.307
Canada,Food Transport,Emissions (CO2),kilotonnes,16130.7577
Canada,Food Transport,Emissions (CO2eq) from CH4 (AR5),kilotonnes,14.8077
Canada,Food Transport,Emissions (CO2eq) from N2O (AR5),kilotonnes,346.3629
Canada,Food Transport,Emissions (CO2eq) (AR5),kilotonnes,16491.9282
Canada,Energy,Emissions (CH4),kilotonnes,1590
Canada,Energy,Emissions (N2O),kilotonnes,19.6
Canada,Energy,Emissions (CO2),kilotonnes,518000
Canada,Energy,Emissions (CO2eq) from CH4 (AR5),kilotonnes,44520
Canada,Energy,Emissions (CO2eq) from N2O (AR5),kilotonnes,5194
Canada,Energy,Emissions (CO2eq) (AR5),kilotonnes,567714
Canada,IPPU,Emissions (CH4),kilotonnes,5.3
Canada,IPPU,Emissions (N2O),kilotonnes,3.29
Canada,IPPU,Emissions (CO2),kilotonnes,28200
Canada,IPPU,Emissions (CO2eq) from F-gases (AR5),kilotonnes,38189.9551
Canada,IPPU,Emissions (CO2eq) from CH4 (AR5),kilotonnes,148.4
Canada,IPPU,Emissions (CO2eq) from N2O (AR5),kilotonnes,871.85
Canada,IPPU,Emissions (CO2eq) (AR5),kilotonnes,67410.2051
Canada,Waste,Emissions (CH4),kilotonnes,773
Canada,Waste,Emissions (N2O),kilotonnes,3.22
Canada,Waste,Emissions (CO2),kilotonnes,121
Canada,Waste,Emissions (CO2eq) from CH4 (AR5),kilotonnes,21644
Canada,Waste,Emissions (CO2eq) from N2O (AR5),kilotonnes,853.3
Canada,Waste,Emissions (CO2eq) (AR5),kilotonnes,22618.3
Canada,Other,Emissions (N2O),kilotonnes,8.06
Canada,Other,Emissions (CO2eq) from N2O (AR5),kilotonnes,2135.9
Canada,Other,Emissions (CO2eq) (AR5),kilotonnes,2135.9
Canada,Farm-gate emissions,Emissions (CH4),kilotonnes,944.3459
Canada,Farm-gate emissions,Direct emissions (N2O),kilotonnes,77.5917
Canada,Farm-gate emissions,Indirect emissions (N2O),kilotonnes,22.9778
Canada,Farm-gate emissions,Emissions (N2O),kilotonnes,138.3746
Canada,Farm-gate emissions,Emissions (CO2),kilotonnes,57583.2621
Canada,Farm-gate emissions,Emissions (CO2eq) from CH4 (AR5),kilotonnes,26441.6838
Canada,Farm-gate emissions,Emissions (CO2eq) from N2O (AR5),kilotonnes,36669.2611
Canada,Farm-gate emissions,Emissions (CO2eq) (AR5),kilotonnes,120694.207
Canada,Land Use change,Emissions (CH4),kilotonnes,0
Canada,Land Use change,Emissions (N2O),kilotonnes,0
Canada,Land Use change,Emissions (CO2),kilotonnes,96117.2071
Canada,Land Use change,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Canada,Land Use change,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Canada,Land Use change,Emissions (CO2eq) (AR5),kilotonnes,96117.2071
Canada,Emissions on agricultural land,Emissions (CH4),kilotonnes,944.3459
Canada,Emissions on agricultural land,Emissions (N2O),kilotonnes,138.3746
Canada,Emissions on agricultural land,Emissions (CO2),kilotonnes,153700.4692
Canada,Emissions on agricultural land,Emissions (CO2eq) from CH4 (AR5),kilotonnes,26441.6838
Canada,Emissions on agricultural land,Emissions (CO2eq) from N2O (AR5),kilotonnes,36669.2611
Canada,Emissions on agricultural land,Emissions (CO2eq) (AR5),kilotonnes,216811.4141
Canada,Pre- and post- production,Emissions (CH4),kilotonnes,243.8784
Canada,Pre- and post- production,Emissions (N2O),kilotonnes,8.9244
Canada,Pre- and post- production,Emissions (CO2),kilotonnes,48247.0985
Canada,Pre- and post- production,Emissions (CO2eq) from F-gases (AR5),kilotonnes,15735.3544
Canada,Pre- and post- production,Emissions (CO2eq) from CH4 (AR5),kilotonnes,6828.5941
Canada,Pre- and post- production,Emissions (CO2eq) from N2O (AR5),kilotonnes,2364.978
Canada,Pre- and post- production,Emissions (CO2eq) (AR5),kilotonnes,73176.025
Canada,Agri-food systems,Emissions (CH4),kilotonnes,1188.2242
Canada,Agri-food systems,Emissions (N2O),kilotonnes,147.299
Canada,Agri-food systems,Emissions (CO2),kilotonnes,201947.5678
Canada,Agri-food systems,Emissions (CO2eq) from F-gases (AR5),kilotonnes,15735.3544
Canada,Agri-food systems,Emissions (CO2eq) from CH4 (AR5),kilotonnes,33270.2779
Canada,Agri-food systems,Emissions (CO2eq) from N2O (AR5),kilotonnes,39034.2391
Canada,Agri-food systems,Emissions (CO2eq) (AR5),kilotonnes,289987.4392
Canada,IPCC Agriculture,Emissions (CH4),kilotonnes,939.1743
Canada,IPCC Agriculture,Emissions (CH4),kilotonnes,1104.3393
Canada,IPCC Agriculture,Direct emissions (N2O),kilotonnes,77.5917
Canada,IPCC Agriculture,Indirect emissions (N2O),kilotonnes,22.9778
Canada,IPCC Agriculture,Emissions (N2O),kilotonnes,133.5504
Canada,IPCC Agriculture,Emissions (N2O),kilotonnes,82.2633
Canada,IPCC Agriculture,Emissions (CO2),kilotonnes,3036.7216
Canada,IPCC Agriculture,Emissions (CO2eq) from CH4 (AR5),kilotonnes,26296.8816
Canada,IPCC Agriculture,Emissions (CO2eq) from CH4 (AR5),kilotonnes,30921.4996
Canada,IPCC Agriculture,Emissions (CO2eq) from N2O (AR5),kilotonnes,35390.853
Canada,IPCC Agriculture,Emissions (CO2eq) from N2O (AR5),kilotonnes,21799.7732
Canada,IPCC Agriculture,Emissions (CO2eq) (AR5),kilotonnes,61687.7345
Canada,IPCC Agriculture,Emissions (CO2eq) (AR5),kilotonnes,55757.9943
Canada,Agricultural Soils,Direct emissions (N2O),kilotonnes,77.5917
Canada,Agricultural Soils,Direct emissions (N2O),kilotonnes,55.0562
Canada,Agricultural Soils,Indirect emissions (N2O),kilotonnes,22.9778
Canada,Agricultural Soils,Indirect emissions (N2O),kilotonnes,14.0748
Canada,Agricultural Soils,Emissions (N2O),kilotonnes,127.5498
Canada,Agricultural Soils,Emissions (N2O),kilotonnes,69.1309
Canada,Agricultural Soils,Emissions (CO2eq) from N2O (AR5),kilotonnes,33800.7015
Canada,Agricultural Soils,Emissions (CO2eq) from N2O (AR5),kilotonnes,18319.6984
Canada,Agricultural Soils,Emissions (CO2eq) (AR5),kilotonnes,33800.7015
Canada,Agricultural Soils,Emissions (CO2eq) (AR5),kilotonnes,18319.6984
Canada,LULUCF,Emissions (CH4),kilotonnes,4.2582
Canada,LULUCF,Emissions (N2O),kilotonnes,0.3888
Canada,LULUCF,Emissions (CO2),kilotonnes,53613.0226
Canada,LULUCF,Emissions (CO2eq) from CH4 (AR5),kilotonnes,119.2294
Canada,LULUCF,Emissions (CO2eq) from N2O (AR5),kilotonnes,103.0298
Canada,LULUCF,Emissions (CO2eq) (AR5),kilotonnes,53835.2818
Canada,AFOLU,Emissions (CH4),kilotonnes,943.4325
Canada,AFOLU,Emissions (N2O),kilotonnes,133.9392
Canada,AFOLU,Emissions (CO2),kilotonnes,53613.0226
Canada,AFOLU,Emissions (CO2eq) from CH4 (AR5),kilotonnes,26416.111
Canada,AFOLU,Emissions (CO2eq) from N2O (AR5),kilotonnes,35493.8828
Canada,AFOLU,Emissions (CO2eq) (AR5),kilotonnes,115523.0163
Canada,All sectors with LULUCF,Emissions (CH4),kilotonnes,3311.7325
Canada,All sectors with LULUCF,Emissions (N2O),kilotonnes,168.1092
Canada,All sectors with LULUCF,Emissions (CO2),kilotonnes,599934.0226
Canada,All sectors with LULUCF,Emissions (CO2eq) from F-gases (AR5),kilotonnes,38189.9551
