Area,Item,Element,Unit,Amount
Norfolk Island,Forest fires,Emissions (CH4),kilotonnes,0
Norfolk Island,Forest fires,Emissions (N2O),kilotonnes,0
Norfolk Island,Forest fires,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Norfolk Island,Forest fires,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Norfolk Island,Forest fires,Emissions (CO2eq) (AR5),kilotonnes,0
Norfolk Island,Fires in humid tropical forests,Emissions (CH4),kilotonnes,0
Norfolk Island,Fires in humid tropical forests,Emissions (N2O),kilotonnes,0
Norfolk Island,Fires in humid tropical forests,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Norfolk Island,Fires in humid tropical forests,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Norfolk Island,Fires in humid tropical forests,Emissions (CO2eq) (AR5),kilotonnes,0
Norfolk Island,Farm-gate emissions,Emissions (CH4),kilotonnes,0
Norfolk Island,Farm-gate emissions,Emissions (N2O),kilotonnes,0
Norfolk Island,Farm-gate emissions,Emissions (CO2),kilotonnes,0
Norfolk Island,Farm-gate emissions,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Norfolk Island,Farm-gate emissions,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Norfolk Island,Farm-gate emissions,Emissions (CO2eq) (AR5),kilotonnes,0
Norfolk Island,Land Use change,Emissions (CH4),kilotonnes,0
Norfolk Island,Land Use change,Emissions (N2O),kilotonnes,0
Norfolk Island,Land Use change,Emissions (CO2),kilotonnes,0
Norfolk Island,Land Use change,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Norfolk Island,Land Use change,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Norfolk Island,Land Use change,Emissions (CO2eq) (AR5),kilotonnes,0
Norfolk Island,Emissions on agricultural land,Emissions (CH4),kilotonnes,0
Norfolk Island,Emissions on agricultural land,Emissions (N2O),kilotonnes,0
Norfolk Island,Emissions on agricultural land,Emissions (CO2),kilotonnes,0
Norfolk Island,Emissions on agricultural land,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Norfolk Island,Emissions on agricultural land,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Norfolk Island,Emissions on agricultural land,Emissions (CO2eq) (AR5),kilotonnes,0
Norfolk Island,Agri-food systems,Emissions (CH4),kilotonnes,0
Norfolk Island,Agri-food systems,Emissions (N2O),kilotonnes,0
Norfolk Island,Agri-food systems,Emissions (CO2),kilotonnes,0
Norfolk Island,Agri-food systems,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Norfolk Island,Agri-food systems,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Norfolk Island,Agri-food systems,Emissions (CO2eq) (AR5),kilotonnes,0
Norfolk Island,IPCC Agriculture,Emissions (CH4),kilotonnes,0
Norfolk Island,IPCC Agriculture,Emissions (N2O),kilotonnes,0
Norfolk Island,IPCC Agriculture,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Norfolk Island,IPCC Agriculture,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Norfolk Island,IPCC Agriculture,Emissions (CO2eq) (AR5),kilotonnes,0
Norfolk Island,Agricultural Soils,Emissions (N2O),kilotonnes,0
Norfolk Island,Agricultural Soils,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Norfolk Island,Agricultural Soils,Emissions (CO2eq) (AR5),kilotonnes,0
Norfolk Island,LULUCF,Emissions (CH4),kilotonnes,0
Norfolk Island,LULUCF,Emissions (N2O),kilotonnes,0
Norfolk Island,LULUCF,Emissions (CO2),kilotonnes,0.1275
Norfolk Island,LULUCF,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Norfolk Island,LULUCF,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Norfolk Island,LULUCF,Emissions (CO2eq) (AR5),kilotonnes,0.1275
Norfolk Island,AFOLU,Emissions (CH4),kilotonnes,0
Norfolk Island,AFOLU,Emissions (N2O),kilotonnes,0
Norfolk Island,AFOLU,Emissions (CO2),kilotonnes,0.1275
Norfolk Island,AFOLU,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Norfolk Island,AFOLU,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Norfolk Island,AFOLU,Emissions (CO2eq) (AR5),kilotonnes,0.1275
Norfolk Island,All sectors with LULUCF,Emissions (CH4),kilotonnes,0
Norfolk Island,All sectors with LULUCF,Emissions (N2O),kilotonnes,0
Norfolk Island,All sectors with LULUCF,Emissions (CO2),kilotonnes,0.1275
Norfolk Island,All sectors with LULUCF,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Norfolk Island,All sectors with LULUCF,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Norfolk Island,All sectors with LULUCF,Emissions (CO2eq) (AR5),kilotonnes,0.1275
Norfolk Island,All sectors without LULUCF,Emissions (CH4),kilotonnes,0
Norfolk Island,All sectors without LULUCF,Emissions (N2O),kilotonnes,0
Norfolk Island,All sectors without LULUCF,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Norfolk Island,All sectors without LULUCF,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Norfolk Island,All sectors without LULUCF,Emissions (CO2eq) (AR5),kilotonnes,0
North Macedonia,Crop Residues,Direct emissions (N2O),kilotonnes,0.1126
North Macedonia,Crop Residues,Indirect emissions (N2O),kilotonnes,0.0253
North Macedonia,Crop Residues,Emissions (N2O),kilotonnes,0.1379
North Macedonia,Crop Residues,Emissions (CO2eq) from N2O (AR5),kilotonnes,36.539
North Macedonia,Crop Residues,Emissions (CO2eq) (AR5),kilotonnes,36.539
North Macedonia,Rice Cultivation,Emissions (CH4),kilotonnes,0.8896
North Macedonia,Rice Cultivation,Emissions (CO2eq) from CH4 (AR5),kilotonnes,24.9077
North Macedonia,Rice Cultivation,Emissions (CO2eq) (AR5),kilotonnes,24.9077
North Macedonia,Burning - Crop residues,Emissions (CH4),kilotonnes,0.168
North Macedonia,Burning - Crop residues,Emissions (N2O),kilotonnes,0.0044
North Macedonia,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),kilotonnes,4.703
North Macedonia,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),kilotonnes,1.154
North Macedonia,Burning - Crop residues,Emissions (CO2eq) (AR5),kilotonnes,5.8569
North Macedonia,Enteric Fermentation,Emissions (CH4),kilotonnes,25.2958
North Macedonia,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),kilotonnes,708.2811
North Macedonia,Enteric Fermentation,Emissions (CO2eq) (AR5),kilotonnes,708.2811
North Macedonia,Manure Management,Emissions (CH4),kilotonnes,4.4216
North Macedonia,Manure Management,Emissions (N2O),kilotonnes,0.1947
North Macedonia,Manure Management,Emissions (CO2eq) from CH4 (AR5),kilotonnes,123.8044
North Macedonia,Manure Management,Emissions (CO2eq) from N2O (AR5),kilotonnes,51.606
North Macedonia,Manure Management,Emissions (CO2eq) (AR5),kilotonnes,175.4105
North Macedonia,Manure left on Pasture,Direct emissions (N2O),kilotonnes,0.291
North Macedonia,Manure left on Pasture,Indirect emissions (N2O),kilotonnes,0.0959
North Macedonia,Manure left on Pasture,Emissions (N2O),kilotonnes,0.3869
North Macedonia,Manure left on Pasture,Emissions (CO2eq) from N2O (AR5),kilotonnes,102.5247
North Macedonia,Manure left on Pasture,Emissions (CO2eq) (AR5),kilotonnes,102.5247
North Macedonia,Manure applied to Soils,Direct emissions (N2O),kilotonnes,0.1961
North Macedonia,Manure applied to Soils,Indirect emissions (N2O),kilotonnes,0.0833
North Macedonia,Manure applied to Soils,Emissions (N2O),kilotonnes,0.2795
North Macedonia,Manure applied to Soils,Emissions (CO2eq) from N2O (AR5),kilotonnes,74.0562
North Macedonia,Manure applied to Soils,Emissions (CO2eq) (AR5),kilotonnes,74.0562
North Macedonia,Synthetic Fertilizers,Direct emissions (N2O),kilotonnes,0.3683
North Macedonia,Synthetic Fertilizers,Indirect emissions (N2O),kilotonnes,0.1197
North Macedonia,Synthetic Fertilizers,Emissions (N2O),kilotonnes,0.488
North Macedonia,Synthetic Fertilizers,Emissions (CO2eq) from N2O (AR5),kilotonnes,129.3108
North Macedonia,Synthetic Fertilizers,Emissions (CO2eq) (AR5),kilotonnes,129.3108
North Macedonia,Drained organic soils,Emissions (CO2eq) (AR5),kilotonnes,0
North Macedonia,Drained organic soils (CO2),Emissions (CO2),kilotonnes,0
North Macedonia,Drained organic soils (CO2),Emissions (CO2eq) (AR5),kilotonnes,0
North Macedonia,Drained organic soils (N2O),Emissions (N2O),kilotonnes,0
North Macedonia,Drained organic soils (N2O),Emissions (CO2eq) from N2O (AR5),kilotonnes,0
North Macedonia,Drained organic soils (N2O),Emissions (CO2eq) (AR5),kilotonnes,0
North Macedonia,On-farm energy use,Emissions (CH4),kilotonnes,0.0529
North Macedonia,On-farm energy use,Emissions (N2O),kilotonnes,0.0092
North Macedonia,On-farm energy use,Emissions (CO2),kilotonnes,50.4982
North Macedonia,On-farm energy use,Emissions (CO2eq) from CH4 (AR5),kilotonnes,1.4803
North Macedonia,On-farm energy use,Emissions (CO2eq) from N2O (AR5),kilotonnes,2.4481
North Macedonia,On-farm energy use,Emissions (CO2eq) (AR5),kilotonnes,54.4266
North Macedonia,Savanna fires,Emissions (CH4),kilotonnes,0.0043
North Macedonia,Savanna fires,Emissions (N2O),kilotonnes,0.0004
North Macedonia,Savanna fires,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0.1206
North Macedonia,Savanna fires,Emissions (CO2eq) from N2O (AR5),kilotonnes,0.1042
North Macedonia,Savanna fires,Emissions (CO2eq) (AR5),kilotonnes,0.2248
North Macedonia,Fires in organic soils,Emissions (CH4),kilotonnes,0
North Macedonia,Fires in organic soils,Emissions (CO2),kilotonnes,0
North Macedonia,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
North Macedonia,Fires in organic soils,Emissions (CO2eq) (AR5),kilotonnes,0
North Macedonia,Forest fires,Emissions (CH4),kilotonnes,0.0125
North Macedonia,Forest fires,Emissions (N2O),kilotonnes,0.0011
North Macedonia,Forest fires,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0.3489
North Macedonia,Forest fires,Emissions (CO2eq) from N2O (AR5),kilotonnes,0.3015
North Macedonia,Forest fires,Emissions (CO2eq) (AR5),kilotonnes,0.6503
North Macedonia,Fires in humid tropical forests,Emissions (CH4),kilotonnes,0
North Macedonia,Fires in humid tropical forests,Emissions (N2O),kilotonnes,0
North Macedonia,Fires in humid tropical forests,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
North Macedonia,Fires in humid tropical forests,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
North Macedonia,Fires in humid tropical forests,Emissions (CO2eq) (AR5),kilotonnes,0
North Macedonia,Waste - agri-food systems,Emissions (CH4),kilotonnes,17.3531
North Macedonia,Waste - agri-food systems,Emissions (N2O),kilotonnes,0.0716
North Macedonia,Waste - agri-food systems,Emissions (CO2),kilotonnes,18.2411
North Macedonia,Waste - agri-food systems,Emissions (CO2eq) from CH4 (AR5),kilotonnes,485.8855
North Macedonia,Waste - agri-food systems,Emissions (CO2eq) from N2O (AR5),kilotonnes,18.9715
North Macedonia,Waste - agri-food systems,Emissions (CO2eq) (AR5),kilotonnes,523.0981
North Macedonia,On-farm electricity use,Emissions (CH4),kilotonnes,0.0476
North Macedonia,On-farm electricity use,Emissions (N2O),kilotonnes,0.0003
North Macedonia,On-farm electricity use,Emissions (CO2),kilotonnes,32.3625
North Macedonia,On-farm electricity use,Emissions (CO2eq) from CH4 (AR5),kilotonnes,1.3328
North Macedonia,On-farm electricity use,Emissions (CO2eq) from N2O (AR5),kilotonnes,0.0795
North Macedonia,On-farm electricity use,Emissions (CO2eq) (AR5),kilotonnes,33.7748
North Macedonia,Food Processing,Emissions (CH4),kilotonnes,0.1781
North Macedonia,Food Processing,Emissions (N2O),kilotonnes,0.0013
North Macedonia,Food Processing,Emissions (CO2),kilotonnes,155.4481
North Macedonia,Food Processing,Emissions (CO2eq) from CH4 (AR5),kilotonnes,4.9855
North Macedonia,Food Processing,Emissions (CO2eq) from N2O (AR5),kilotonnes,0.3481
North Macedonia,Food Processing,Emissions (CO2eq) (AR5),kilotonnes,160.7817
North Macedonia,Food Packaging,Emissions (CH4),kilotonnes,0.0006
North Macedonia,Food Packaging,Emissions (N2O),kilotonnes,0
North Macedonia,Food Packaging,Emissions (CO2),kilotonnes,2.6359
North Macedonia,Food Packaging,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0.0164
North Macedonia,Food Packaging,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
North Macedonia,Food Packaging,Emissions (CO2eq) (AR5),kilotonnes,2.6523
North Macedonia,Food Retail,Emissions (CH4),kilotonnes,0
North Macedonia,Food Retail,Emissions (N2O),kilotonnes,0
North Macedonia,Food Retail,Emissions (CO2),kilotonnes,0
North Macedonia,Food Retail,Emissions (CO2eq) from F-gases (AR5),kilotonnes,179.6987
North Macedonia,Food Retail,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
North Macedonia,Food Retail,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
North Macedonia,Food Retail,Emissions (CO2eq) (AR5),kilotonnes,179.6987
North Macedonia,Food Household Consumption,Emissions (CH4),kilotonnes,0.5558
North Macedonia,Food Household Consumption,Emissions (N2O),kilotonnes,0.0027
North Macedonia,Food Household Consumption,Emissions (CO2),kilotonnes,320.3312
North Macedonia,Food Household Consumption,Emissions (CO2eq) from CH4 (AR5),kilotonnes,15.5627
North Macedonia,Food Household Consumption,Emissions (CO2eq) from N2O (AR5),kilotonnes,0.723
North Macedonia,Food Household Consumption,Emissions (CO2eq) (AR5),kilotonnes,336.6169
North Macedonia,Food Transport,Emissions (CH4),kilotonnes,0.019
North Macedonia,Food Transport,Emissions (N2O),kilotonnes,0.0072
North Macedonia,Food Transport,Emissions (CO2),kilotonnes,160.2241
North Macedonia,Food Transport,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0.5324
North Macedonia,Food Transport,Emissions (CO2eq) from N2O (AR5),kilotonnes,1.9012
North Macedonia,Food Transport,Emissions (CO2eq) (AR5),kilotonnes,162.6577
North Macedonia,Energy,Emissions (CH4),kilotonnes,9.01
North Macedonia,Energy,Emissions (N2O),kilotonnes,0.193
North Macedonia,Energy,Emissions (CO2),kilotonnes,6300
North Macedonia,Energy,Emissions (CO2eq) from CH4 (AR5),kilotonnes,252.28
North Macedonia,Energy,Emissions (CO2eq) from N2O (AR5),kilotonnes,51.145
North Macedonia,Energy,Emissions (CO2eq) (AR5),kilotonnes,6603.425
North Macedonia,IPPU,Emissions (CH4),kilotonnes,0.129
North Macedonia,IPPU,Emissions (N2O),kilotonnes,0.023
North Macedonia,IPPU,Emissions (CO2),kilotonnes,803
North Macedonia,IPPU,Emissions (CO2eq) from F-gases (AR5),kilotonnes,215.7295
North Macedonia,IPPU,Emissions (CO2eq) from CH4 (AR5),kilotonnes,3.612
North Macedonia,IPPU,Emissions (CO2eq) from N2O (AR5),kilotonnes,6.095
North Macedonia,IPPU,Emissions (CO2eq) (AR5),kilotonnes,1028.4365
North Macedonia,Waste,Emissions (CH4),kilotonnes,23.1
North Macedonia,Waste,Emissions (N2O),kilotonnes,0.112
North Macedonia,Waste,Emissions (CO2),kilotonnes,19.7
North Macedonia,Waste,Emissions (CO2eq) from CH4 (AR5),kilotonnes,646.8
North Macedonia,Waste,Emissions (CO2eq) from N2O (AR5),kilotonnes,29.68
North Macedonia,Waste,Emissions (CO2eq) (AR5),kilotonnes,696.18
North Macedonia,Other,Emissions (N2O),kilotonnes,0.113
North Macedonia,Other,Emissions (CO2eq) from N2O (AR5),kilotonnes,29.945
North Macedonia,Other,Emissions (CO2eq) (AR5),kilotonnes,29.945
North Macedonia,Farm-gate emissions,Emissions (CH4),kilotonnes,30.832
North Macedonia,Farm-gate emissions,Direct emissions (N2O),kilotonnes,0.9679
North Macedonia,Farm-gate emissions,Indirect emissions (N2O),kilotonnes,0.3243
North Macedonia,Farm-gate emissions,Emissions (N2O),kilotonnes,1.5009
North Macedonia,Farm-gate emissions,Emissions (CO2),kilotonnes,50.4982
North Macedonia,Farm-gate emissions,Emissions (CO2eq) from CH4 (AR5),kilotonnes,863.2971
North Macedonia,Farm-gate emissions,Emissions (CO2eq) from N2O (AR5),kilotonnes,397.7428
North Macedonia,Farm-gate emissions,Emissions (CO2eq) (AR5),kilotonnes,1311.5381
North Macedonia,Land Use change,Emissions (CH4),kilotonnes,0
North Macedonia,Land Use change,Emissions (N2O),kilotonnes,0
North Macedonia,Land Use change,Emissions (CO2),kilotonnes,0
North Macedonia,Land Use change,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
North Macedonia,Land Use change,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
North Macedonia,Land Use change,Emissions (CO2eq) (AR5),kilotonnes,0
North Macedonia,Emissions on agricultural land,Emissions (CH4),kilotonnes,30.832
North Macedonia,Emissions on agricultural land,Emissions (N2O),kilotonnes,1.5009
North Macedonia,Emissions on agricultural land,Emissions (CO2),kilotonnes,50.4982
North Macedonia,Emissions on agricultural land,Emissions (CO2eq) from CH4 (AR5),kilotonnes,863.2971
North Macedonia,Emissions on agricultural land,Emissions (CO2eq) from N2O (AR5),kilotonnes,397.7428
North Macedonia,Emissions on agricultural land,Emissions (CO2eq) (AR5),kilotonnes,1311.5381
North Macedonia,Pre- and post- production,Emissions (CH4),kilotonnes,18.1541
North Macedonia,Pre- and post- production,Emissions (N2O),kilotonnes,0.0831
North Macedonia,Pre- and post- production,Emissions (CO2),kilotonnes,689.2429
North Macedonia,Pre- and post- production,Emissions (CO2eq) from F-gases (AR5),kilotonnes,179.6987
North Macedonia,Pre- and post- production,Emissions (CO2eq) from CH4 (AR5),kilotonnes,508.3153
North Macedonia,Pre- and post- production,Emissions (CO2eq) from N2O (AR5),kilotonnes,22.0233
North Macedonia,Pre- and post- production,Emissions (CO2eq) (AR5),kilotonnes,1399.2802
North Macedonia,Agri-food systems,Emissions (CH4),kilotonnes,48.9862
North Macedonia,Agri-food systems,Emissions (N2O),kilotonnes,1.584
North Macedonia,Agri-food systems,Emissions (CO2),kilotonnes,739.7411
North Macedonia,Agri-food systems,Emissions (CO2eq) from F-gases (AR5),kilotonnes,179.6987
North Macedonia,Agri-food systems,Emissions (CO2eq) from CH4 (AR5),kilotonnes,1371.6125
North Macedonia,Agri-food systems,Emissions (CO2eq) from N2O (AR5),kilotonnes,419.7661
North Macedonia,Agri-food systems,Emissions (CO2eq) (AR5),kilotonnes,2710.8184
North Macedonia,IPCC Agriculture,Emissions (CH4),kilotonnes,30.7792
North Macedonia,IPCC Agriculture,Direct emissions (N2O),kilotonnes,0.9679
North Macedonia,IPCC Agriculture,Indirect emissions (N2O),kilotonnes,0.3243
North Macedonia,IPCC Agriculture,Emissions (N2O),kilotonnes,1.4917
North Macedonia,IPCC Agriculture,Emissions (CO2eq) from CH4 (AR5),kilotonnes,861.8168
North Macedonia,IPCC Agriculture,Emissions (CO2eq) from N2O (AR5),kilotonnes,395.2948
North Macedonia,IPCC Agriculture,Emissions (CO2eq) (AR5),kilotonnes,1257.1116
North Macedonia,Agricultural Soils,Direct emissions (N2O),kilotonnes,0.9679
North Macedonia,Agricultural Soils,Indirect emissions (N2O),kilotonnes,0.3243
North Macedonia,Agricultural Soils,Emissions (N2O),kilotonnes,1.2922
North Macedonia,Agricultural Soils,Emissions (CO2eq) from N2O (AR5),kilotonnes,342.4306
North Macedonia,Agricultural Soils,Emissions (CO2eq) (AR5),kilotonnes,342.4306
North Macedonia,LULUCF,Emissions (CH4),kilotonnes,0.0125
North Macedonia,LULUCF,Emissions (N2O),kilotonnes,0.0011
North Macedonia,LULUCF,Emissions (CO2),kilotonnes,0
North Macedonia,LULUCF,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0.3489
North Macedonia,LULUCF,Emissions (CO2eq) from N2O (AR5),kilotonnes,0.3015
North Macedonia,LULUCF,Emissions (CO2eq) (AR5),kilotonnes,0.6503
North Macedonia,AFOLU,Emissions (CH4),kilotonnes,30.7916
North Macedonia,AFOLU,Emissions (N2O),kilotonnes,1.4928
North Macedonia,AFOLU,Emissions (CO2),kilotonnes,0
North Macedonia,AFOLU,Emissions (CO2eq) from CH4 (AR5),kilotonnes,862.1656
North Macedonia,AFOLU,Emissions (CO2eq) from N2O (AR5),kilotonnes,395.5962
North Macedonia,AFOLU,Emissions (CO2eq) (AR5),kilotonnes,1257.7619
North Macedonia,All sectors with LULUCF,Emissions (CH4),kilotonnes,63.0306
North Macedonia,All sectors with LULUCF,Emissions (N2O),kilotonnes,1.9338
North Macedonia,All sectors with LULUCF,Emissions (CO2),kilotonnes,7122.7
North Macedonia,All sectors with LULUCF,Emissions (CO2eq) from F-gases (AR5),kilotonnes,215.7295
North Macedonia,All sectors with LULUCF,Emissions (CO2eq) from CH4 (AR5),kilotonnes,1764.8576
North Macedonia,All sectors with LULUCF,Emissions (CO2eq) from N2O (AR5),kilotonnes,512.4612
North Macedonia,All sectors with LULUCF,Emissions (CO2eq) (AR5),kilotonnes,9615.7484
North Macedonia,All sectors without LULUCF,Emissions (CH4),kilotonnes,63.0182
North Macedonia,All sectors without LULUCF,Emissions (N2O),kilotonnes,1.9327
North Macedonia,All sectors without LULUCF,Emissions (CO2),kilotonnes,7122.7
North Macedonia,All sectors without LULUCF,Emissions (CO2eq) from F-gases (AR5),kilotonnes,215.7295
North Macedonia,All sectors without LULUCF,Emissions (CO2eq) from CH4 (AR5),kilotonnes,1764.5088
North Macedonia,All sectors without LULUCF,Emissions (CO2eq) from N2O (AR5),kilotonnes,512.1598
North Macedonia,All sectors without LULUCF,Emissions (CO2eq) (AR5),kilotonnes,9615.0981
Northern Mariana Islands,Drained organic soils,Emissions (CO2eq) (AR5),kilotonnes,0
Northern Mariana Islands,Drained organic soils (CO2),Emissions (CO2),kilotonnes,0
Northern Mariana Islands,Drained organic soils (CO2),Emissions (CO2eq) (AR5),kilotonnes,0
Northern Mariana Islands,Drained organic soils (N2O),Emissions (N2O),kilotonnes,0
Northern Mariana Islands,Drained organic soils (N2O),Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Northern Mariana Islands,Drained organic soils (N2O),Emissions (CO2eq) (AR5),kilotonnes,0
Northern Mariana Islands,Forestland,Emissions (CO2),kilotonnes,60.9307
Northern Mariana Islands,Forestland,Emissions (CO2eq) (AR5),kilotonnes,60.9307
Northern Mariana Islands,Net Forest conversion,Emissions (CO2),kilotonnes,909.5948
Northern Mariana Islands,Net Forest conversion,Emissions (CO2eq) (AR5),kilotonnes,909.5948
Northern Mariana Islands,Savanna fires,Emissions (CH4),kilotonnes,0
Northern Mariana Islands,Savanna fires,Emissions (N2O),kilotonnes,0
Northern Mariana Islands,Savanna fires,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Northern Mariana Islands,Savanna fires,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Northern Mariana Islands,Savanna fires,Emissions (CO2eq) (AR5),kilotonnes,0
Northern Mariana Islands,Fires in organic soils,Emissions (CH4),kilotonnes,0
Northern Mariana Islands,Fires in organic soils,Emissions (CO2),kilotonnes,0
Northern Mariana Islands,Fires in organic soils,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Northern Mariana Islands,Fires in organic soils,Emissions (CO2eq) (AR5),kilotonnes,0
Northern Mariana Islands,Forest fires,Emissions (CH4),kilotonnes,0
Northern Mariana Islands,Forest fires,Emissions (N2O),kilotonnes,0
Northern Mariana Islands,Forest fires,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Northern Mariana Islands,Forest fires,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Northern Mariana Islands,Forest fires,Emissions (CO2eq) (AR5),kilotonnes,0
Northern Mariana Islands,Fires in humid tropical forests,Emissions (CH4),kilotonnes,0
Northern Mariana Islands,Fires in humid tropical forests,Emissions (N2O),kilotonnes,0
Northern Mariana Islands,Fires in humid tropical forests,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Northern Mariana Islands,Fires in humid tropical forests,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Northern Mariana Islands,Fires in humid tropical forests,Emissions (CO2eq) (AR5),kilotonnes,0
Northern Mariana Islands,Waste - agri-food systems,Emissions (CH4),kilotonnes,0.0735
Northern Mariana Islands,Waste - agri-food systems,Emissions (N2O),kilotonnes,0
Northern Mariana Islands,Waste - agri-food systems,Emissions (CO2),kilotonnes,0
Northern Mariana Islands,Waste - agri-food systems,Emissions (CO2eq) from CH4 (AR5),kilotonnes,2.0587
Northern Mariana Islands,Waste - agri-food systems,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Northern Mariana Islands,Waste - agri-food systems,Emissions (CO2eq) (AR5),kilotonnes,2.0587
Northern Mariana Islands,Farm-gate emissions,Emissions (CH4),kilotonnes,0
Northern Mariana Islands,Farm-gate emissions,Emissions (N2O),kilotonnes,0
Northern Mariana Islands,Farm-gate emissions,Emissions (CO2),kilotonnes,0
Northern Mariana Islands,Farm-gate emissions,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Northern Mariana Islands,Farm-gate emissions,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Northern Mariana Islands,Farm-gate emissions,Emissions (CO2eq) (AR5),kilotonnes,0
Northern Mariana Islands,Land Use change,Emissions (CH4),kilotonnes,0
Northern Mariana Islands,Land Use change,Emissions (N2O),kilotonnes,0
Northern Mariana Islands,Land Use change,Emissions (CO2),kilotonnes,909.5948
Northern Mariana Islands,Land Use change,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Northern Mariana Islands,Land Use change,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Northern Mariana Islands,Land Use change,Emissions (CO2eq) (AR5),kilotonnes,909.5948
Northern Mariana Islands,Emissions on agricultural land,Emissions (CH4),kilotonnes,0
Northern Mariana Islands,Emissions on agricultural land,Emissions (N2O),kilotonnes,0
Northern Mariana Islands,Emissions on agricultural land,Emissions (CO2),kilotonnes,909.5948
Northern Mariana Islands,Emissions on agricultural land,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
Northern Mariana Islands,Emissions on agricultural land,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Northern Mariana Islands,Emissions on agricultural land,Emissions (CO2eq) (AR5),kilotonnes,909.5948
Northern Mariana Islands,Pre- and post- production,Emissions (CH4),kilotonnes,0.0735
Northern Mariana Islands,Pre- and post- production,Emissions (N2O),kilotonnes,0
Northern Mariana Islands,Pre- and post- production,Emissions (CO2),kilotonnes,0
Northern Mariana Islands,Pre- and post- production,Emissions (CO2eq) from CH4 (AR5),kilotonnes,2.0587
Northern Mariana Islands,Pre- and post- production,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Northern Mariana Islands,Pre- and post- production,Emissions (CO2eq) (AR5),kilotonnes,2.0587
Northern Mariana Islands,Agri-food systems,Emissions (CH4),kilotonnes,0.0735
Northern Mariana Islands,Agri-food systems,Emissions (N2O),kilotonnes,0
Northern Mariana Islands,Agri-food systems,Emissions (CO2),kilotonnes,909.5948
Northern Mariana Islands,Agri-food systems,Emissions (CO2eq) from CH4 (AR5),kilotonnes,2.0587
Northern Mariana Islands,Agri-food systems,Emissions (CO2eq) from N2O (AR5),kilotonnes,0
Northern Mariana Islands,Agri-food systems,Emissions (CO2eq) (AR5),kilotonnes,911.6535
Northern Mariana Islands,IPCC Agriculture,Emissions (CH4),kilotonnes,0
Northern Mariana Islands,IPCC Agriculture,Emissions (N2O),kilotonnes,0
Northern Mariana Islands,IPCC Agriculture,Emissions (CO2eq) from CH4 (AR5),kilotonnes,0
